x,y,timestamp,shape,x(px/s^2),y(px/s^2),screenWidth,screenHeight
END_OF_STROKE,0,0,14:41:40:951,END_OF_STROKE,0,0,0
219,286,14:41:41:545,Equilateral Triangle,-655,-58,1440,900
893,337,14:41:41:712,Equilateral Triangle,6628,1225,1440,900
958,346,14:41:41:881,Equilateral Triangle,0,0,1440,900
797,319,14:41:42:047,Equilateral Triangle,-1312,-248,1440,900
726,309,14:41:42:245,Equilateral Triangle,0,0,1440,900
776,332,14:41:42:410,Equilateral Triangle,42,50,1440,900
END_OF_STROKE,0,0,14:41:42:451,END_OF_STROKE,0,0,0
197,387,14:41:42:911,Hexagon,-1495,170,1440,900
538,297,14:41:43:079,Hexagon,9130,-2607,1440,900
836,256,14:41:43:244,Hexagon,0,0,1440,900
854,256,14:41:43:413,Hexagon,131,0,1440,900
END_OF_STROKE,0,0,14:41:43:457,END_OF_STROKE,0,0,0
169,401,14:41:43:978,Hexagon,-1588,401,1440,900
718,424,14:41:44:141,Hexagon,5262,838,1440,900
775,436,14:41:44:343,Hexagon,12,-14,1440,900
795,425,14:41:44:509,Hexagon,36,42,1440,900
END_OF_STROKE,0,0,14:41:44:665,END_OF_STROKE,0,0,0
198,270,14:41:45:241,Equilateral Triangle,-1267,-408,1440,900
532,270,14:41:45:411,Equilateral Triangle,7108,0,1440,900
864,285,14:41:45:577,Equilateral Triangle,2253,858,1440,900
992,317,14:41:45:741,Equilateral Triangle,0,-90,1440,900
938,248,14:41:45:912,Equilateral Triangle,-178,-127,1440,900
END_OF_STROKE,0,0,14:41:46:121,END_OF_STROKE,0,0,0
220,278,14:41:47:042,Equilateral Triangle,-788,39,1440,900
769,318,14:41:47:210,Equilateral Triangle,620,273,1440,900
844,352,14:41:47:373,Equilateral Triangle,453,180,1440,900
862,366,14:41:47:543,Equilateral Triangle,293,350,1440,900
880,385,14:41:47:709,Equilateral Triangle,33,39,1440,900
883,388,14:41:47:872,Equilateral Triangle,0,0,1440,900
898,397,14:41:48:039,Equilateral Triangle,0,45,1440,900
898,396,14:41:48:207,Equilateral Triangle,0,-9,1440,900
END_OF_STROKE,0,0,14:41:48:217,END_OF_STROKE,0,0,0
174,456,14:41:50:406,Yellow Diamond,-399,40,1440,900
549,246,14:41:50:571,Yellow Diamond,2630,-2166,1440,900
634,113,14:41:50:737,Yellow Diamond,73,-481,1440,900
626,102,14:41:50:904,Yellow Diamond,-110,-131,1440,900
617,101,14:41:51:079,Yellow Diamond,0,0,1440,900
END_OF_STROKE,0,0,14:41:51:082,END_OF_STROKE,0,0,0
191,473,14:41:51:639,Yellow Diamond,-919,959,1440,900
568,305,14:41:51:802,Yellow Diamond,3625,-1925,1440,900
