x,y,timestamp,shape,x(px/s^2),y(px/s^2),screenWidth,screenHeight
398,362,14:27:27:398,Equilateral Triangle,1195,934,1920,1080
560,436,14:27:27:548,Equilateral Triangle,598,91,1920,1080
588,434,14:27:27:698,Equilateral Triangle,0,-85,1920,1080
END_OF_STROKE,0,0,14:27:27:819,END_OF_STROKE,0,0,0
227,300,14:27:28:265,Equilateral Triangle,-867,-370,1920,1080
585,376,14:27:28:430,Equilateral Triangle,3867,1538,1920,1080
774,418,14:27:28:580,Equilateral Triangle,633,0,1920,1080
816,370,14:27:28:746,Equilateral Triangle,0,-427,1920,1080
820,349,14:27:28:897,Equilateral Triangle,0,-91,1920,1080
END_OF_STROKE,0,0,14:27:29:018,END_OF_STROKE,0,0,0
209,298,14:27:29:662,Equilateral Triangle,-1127,-114,1920,1080
226,293,14:27:29:813,Equilateral Triangle,398,-81,1920,1080
318,263,14:27:29:964,Equilateral Triangle,377,-153,1920,1080
347,266,14:27:30:129,Equilateral Triangle,422,85,1920,1080
610,266,14:27:30:279,Equilateral Triangle,2883,0,1920,1080
868,268,14:27:30:429,Equilateral Triangle,598,91,1920,1080
992,273,14:27:30:596,Equilateral Triangle,332,0,1920,1080
END_OF_STROKE,0,0,14:27:30:713,END_OF_STROKE,0,0,0
209,281,14:27:31:311,Equilateral Triangle,-1423,15,1920,1080
439,288,14:27:31:463,Equilateral Triangle,3523,0,1920,1080
857,326,14:27:31:612,Equilateral Triangle,1125,513,1920,1080
941,401,14:27:31:762,Equilateral Triangle,492,513,1920,1080
END_OF_STROKE,0,0,14:27:31:950,END_OF_STROKE,0,0,0
204,476,14:27:34:042,Yellow Diamond,-421,44,1920,1080
381,341,14:27:34:192,Yellow Diamond,2039,-3162,1920,1080
490,225,14:27:34:359,Yellow Diamond,996,0,1920,1080
609,180,14:27:34:509,Yellow Diamond,773,-256,1920,1080
699,143,14:27:34:676,Yellow Diamond,0,-28,1920,1080
END_OF_STROKE,0,0,14:27:34:703,END_OF_STROKE,0,0,0
199,463,14:27:35:475,Yellow Diamond,-748,582,1920,1080
485,272,14:27:35:625,Yellow Diamond,2988,-3712,1920,1080
737,122,14:27:35:791,Yellow Diamond,1762,-229,1920,1080
865,136,14:27:35:941,Yellow Diamond,773,256,1920,1080
915,141,14:27:36:108,Yellow Diamond,0,-17,1920,1080
END_OF_STROKE,0,0,14:27:36:164,END_OF_STROKE,0,0,0
207,369,14:27:36:800,Hexagon,-1288,504,1920,1080
488,304,14:27:36:958,Hexagon,3586,-1282,1920,1080
723,249,14:27:37:125,Hexagon,266,0,1920,1080
END_OF_STROKE,0,0,14:27:37:215,END_OF_STROKE,0,0,0
193,387,14:27:37:754,Hexagon,-1178,376,1920,1080
561,387,14:27:37:904,Hexagon,4861,0,1920,1080
734,399,14:27:38:054,Hexagon,141,85,1920,1080
END_OF_STROKE,0,0,14:27:38:114,END_OF_STROKE,0,0,0
685,400,14:27:38:752,Hexagon,-90,0,1920,1080
601,429,14:27:38:904,Hexagon,-1328,484,1920,1080
END_OF_STROKE,0,0,14:27:39:042,END_OF_STROKE,0,0,0
217,402,14:27:39:557,Hexagon,-862,-75,1920,1080
709,282,14:27:39:722,Hexagon,3586,-1367,1920,1080
785,275,14:27:39:886,Hexagon,239,97,1920,1080
876,281,14:27:40:037,Hexagon,896,0,1920,1080
END_OF_STROKE,0,0,14:27:40:167,END_OF_STROKE,0,0,0
187,366,14:27:40:840,Hexagon,-1350,170,1920,1080
565,366,14:27:41:005,Hexagon,4449,0,1920,1080
790,410,14:27:41:169,Hexagon,773,427,1920,1080
