"354876063153,09:09:17:896,-0.79966336,-0.4357447,9.763555"
"354886072918,09:09:17:986,-0.7541735,-0.46447513,9.775525"
"354896052167,09:09:17:999,-0.7326257,-0.40940848,9.753978"
"354906122967,09:09:18:009,-0.7038953,-0.4381389,9.730036"
"354916163251,09:09:18:017,-0.78290397,-0.4309563,9.749189"
"354926173016,09:09:18:024,-0.7613561,-0.35913026,9.722853"
"354936152264,09:09:18:031,-0.7613561,-0.4381389,9.698911"
"354946192547,09:09:18:038,-0.7062895,-0.34476504,9.713276"
"354956202313,09:09:18:045,-0.7398083,-0.34955344,9.751583"
"354966212079,09:09:18:052,-0.6871359,-0.45968673,9.718064"
"358204335565,09:09:18:225,-0.7254431,-0.3854665,9.672575"
"358915639276,09:09:19:145,-0.7517793,-0.39743748,9.82341"
"358925679559,09:09:19:170,-0.80684596,-0.40462008,9.651027"
"358935658807,09:09:19:279,-0.770933,-0.320823,9.65821"
"358945699090,09:09:19:299,-0.641646,-0.2825158,9.792285"
"358955708856,09:09:19:316,-0.557849,-0.46208093,9.763555"
"356429011151,09:09:19:411,-0.6823475,-0.521936,9.713276"
"359005818719,09:09:19:458,-0.6871359,-0.40222588,9.694122"
"359015797967,09:09:19:497,-0.6584055,-0.45968673,9.7563715"
"359025807733,09:09:19:526,-0.7230489,-0.37349546,9.765948"
"359035817499,09:09:19:621,-0.7445967,-0.37349546,9.737218"
"359045827264,09:09:19:741,-0.80924016,-0.35673606,9.725247"
"359055867547,09:09:19:864,-0.7517793,-0.4285621,9.715671"
"359065877313,09:09:19:975,-0.6799533,-0.51714754,9.737218"
"359075917596,09:09:20:000,-0.5746084,-0.4405331,9.713276"
"359085927362,09:09:20:020,-0.61530983,-0.4309563,9.725247"
"359095937127,09:09:20:218,-0.78290397,-0.41180268,9.694122"
"359105977411,09:09:20:252,-0.7757214,-0.37588966,9.734824"
"359115956659,09:09:20:268,-0.6464345,-0.4381389,9.7563715"
"359125966424,09:09:20:282,-0.62967503,-0.4141969,9.634268"
"359135976190,09:09:20:299,-0.63206923,-0.49559975,9.703699"
"359146016473,09:09:20:380,-0.7302315,-0.3854665,9.76116"
"359155995721,09:09:20:517,-0.78529817,-0.3854665,9.7324295"
"359166005487,09:09:20:566,-0.6871359,-0.36391866,9.773131"
"359176045770,09:09:20:588,-0.7278373,-0.45250413,9.624691"
"359186055536,09:09:20:606,-0.62967503,-0.46447513,9.782708"
"359196065301,09:09:20:652,-0.8619126,-0.36391866,9.682152"
"359206075067,09:09:20:693,-0.7278373,-0.35194764,9.734824"
"359216084833,09:09:20:715,-0.6751649,-0.41180268,9.706094"
"359226094598,09:09:20:750,-0.6512229,-0.46208093,9.844957"
"359236104364,09:09:20:782,-0.6392518,-0.39743748,9.746795"
"359246114129,09:09:20:853,-0.7469909,-0.38307226,9.698911"
"359256123895,09:09:20:900,-0.79008657,-0.4213795,9.720459"
"359266133661,09:09:20:979,-0.7015011,-0.3854665,9.794679"
"359276143426,09:09:21:118,-0.6967127,-0.47644615,9.691729"
"359286153192,09:09:21:153,-0.6392518,-0.36870706,9.701305"
"359296162958,09:09:21:229,-0.7374141,-0.4285621,9.7084875"
"359306172723,09:09:21:292,-0.7158663,-0.35913026,9.818622"
"359316182489,09:09:21:351,-0.7158663,-0.46208093,9.67018"
"359326192254,09:09:21:404,-0.7326257,-0.38067806,9.701305"
"359336202020,09:09:21:439,-0.7637503,-0.40222588,9.751583"
"359346211786,09:09:21:466,-0.62249243,-0.37588966,9.696517"
"359356221551,09:09:21:489,-0.7517793,-0.49559975,9.813833"
"359366231317,09:09:21:522,-0.7326257,-0.4189853,9.679757"
"359376241083,09:09:21:541,-0.7254431,-0.4261679,9.682152"
"359586507196,09:09:21:818,-0.7015011,-0.33279404,9.876082"
"359596516961,09:09:21:843,-0.7350199,-0.37828386,9.701305"
"359606557245,09:09:21:873,-0.7517793,-0.4333505,9.639056"
"359616536493,09:09:21:885,-0.6991069,-0.46447513,9.758766"
"359626546258,09:09:21:903,-0.7398083,-0.37588966,9.835381"
"359636556024,09:09:21:918,-0.6919243,-0.36870706,9.694122"
"359646565790,09:09:21:930,-0.7398083,-0.49559975,9.617508"
"359656606073,09:09:21:946,-0.7398083,-0.48841715,9.787497"
"359666615838,09:09:21:960,-0.7278373,-0.33518824,9.825804"
"359676625604,09:09:21:972,-0.7086837,-0.36152446,9.734824"
"359686635370,09:09:21:994,-0.7134721,-0.48123455,9.639056"
"359756703729,09:09:22:078,-0.6871359,-0.3878607,9.698911"
"359766713495,09:09:22:102,-0.7302315,-0.45010993,9.718064"
"359776723260,09:09:22:122,-0.7182605,-0.44532153,9.758766"
"359786733026,09:09:22:179,-0.7158663,-0.4165911,9.734824"
"359796742792,09:09:22:193,-0.7182605,-0.35434186,9.7563715"
"359806752557,09:09:22:208,-0.6607997,-0.45729253,9.742006"
"359816762323,09:09:22:220,-0.7158663,-0.4213795,9.7324295"
"359826772088,09:09:22:241,-0.7613561,-0.4357447,9.797073"
"359836781854,09:09:22:279,-0.7038953,-0.40222588,9.746795"
"359846791620,09:09:22:291,-0.78529817,-0.36870706,9.749189"
"359856801385,09:09:22:298,-0.7254431,-0.47405192,9.76116"
"359926930780,09:09:22:374,-0.7781156,-0.3854665,9.701305"
"359936940545,09:09:22:398,-0.6919243,-0.37588966,9.737218"
"359946980829,09:09:22:411,-0.6584055,-0.47165772,9.7084875"
"359956990594,09:09:22:418,-0.7637503,-0.39025488,9.7084875"
"359967000360,09:09:22:431,-0.6584055,-0.46686932,9.749189"
"359977010126,09:09:22:445,-0.7230489,-0.40701428,9.742006"
"359987019891,09:09:22:457,-0.7158663,-0.47165772,9.67018"
"359997029657,09:09:22:476,-0.7110779,-0.4309563,9.744401"
"360007039422,09:09:22:493,-0.7038953,-0.40462008,9.837775"
"360017049188,09:09:22:501,-0.6679823,-0.37828386,9.734824"
"360027058954,09:09:22:513,-0.7038953,-0.4189853,9.773131"
"361248677606,09:09:22:907,-0.6751649,-0.4189853,9.792285"
"361258717889,09:09:22:934,-0.7517793,-0.39743748,9.770737"
"361268758172,09:09:22:968,-0.7015011,-0.4405331,9.744401"
"361278767938,09:09:22:981,-0.7110779,-0.49799395,9.813833"
"361288747186,09:09:22:994,-0.7445967,-0.39743748,9.765948"
"361298787469,09:09:23:005,-0.7326257,-0.48841715,9.821015"
"361308797235,09:09:23:013,-0.7086837,-0.46447513,9.794679"
"361318807001,09:09:23:023,-0.7374141,-0.46208093,9.773131"
"361328786249,09:09:23:034,-0.7422025,-0.4309563,9.842564"
"361338826532,09:09:23:049,-0.7015011,-0.4333505,9.785102"
"361358846063,09:09:23:072,-0.7445967,-0.46686932,9.787497"
"361368855829,09:09:23:082,-0.7038953,-0.4357447,9.80665"
"361448964471,09:09:23:159,-0.7422025,-0.4189853,9.768343"
"361459004754,09:09:23:191,-0.7038953,-0.45250413,9.768343"
"361469014520,09:09:23:205,-0.6560113,-0.40222588,9.832987"
"361479024286,09:09:23:214,-0.7302315,-0.4141969,9.7803135"
"361489034051,09:09:23:223,-0.7158663,-0.36391866,9.763555"
"361499043817,09:09:23:233,-0.7757214,-0.4381389,9.799467"
"361509053583,09:09:23:243,-0.7350199,-0.38307226,9.763555"
"361519063348,09:09:23:252,-0.6823475,-0.4141969,9.773131"
"361529073114,09:09:23:274,-0.7254431,-0.3878607,9.7563715"
"361539082879,09:09:23:283,-0.7254431,-0.38307226,9.751583"
"361649251336,09:09:23:361,-0.7637503,-0.45729253,9.775525"
"361659261102,09:09:23:381,-0.7158663,-0.4309563,9.742006"
"361669270868,09:09:23:391,-0.6847417,-0.45729253,9.765948"
"361679311151,09:09:23:407,-0.7206547,-0.47644615,9.768343"
"361689290399,09:09:23:421,-0.7517793,-0.4429273,9.78989"
"361699300165,09:09:23:432,-0.7398083,-0.39983168,9.749189"
"361709340448,09:09:23:443,-0.6607997,-0.40462008,9.821015"
"361749379510,09:09:23:486,-0.6967127,-0.45250413,9.763555"
"361759358758,09:09:23:495,-0.770933,-0.4237737,9.773131"
"361769368524,09:09:23:510,-0.7254431,-0.46686932,9.785102"
"361909596795,09:09:23:598,-0.7374141,-0.44532153,9.7563715"
"361919606561,09:09:23:610,-0.7445967,-0.35673606,9.751583"
"361929616327,09:09:23:620,-0.6679823,-0.41180268,9.787497"
"361939626092,09:09:23:626,-0.6727707,-0.44771573,9.744401"
"361949635858,09:09:23:635,-0.6871359,-0.41180268,9.768343"
"361959676141,09:09:23:646,-0.7110779,-0.36152446,9.722853"
"361969685907,09:09:23:653,-0.7015011,-0.34715924,9.799467"
"362019795770,09:09:23:685,-0.6560113,-0.4189853,9.797073"
"362029805536,09:09:23:702,-0.6727707,-0.49559975,9.720459"
"362039815301,09:09:23:710,-0.7302315,-0.4189853,9.77792"
