"36876241589342,19:17:56:164,-0.17477672,-0.18435353,9.744401"
"36876251599108,19:17:56:173,-0.20350714,-0.09816227,9.770737"
"36876261608873,19:17:56:183,-0.16759412,-0.10534488,9.744401"
"36876271618639,19:17:56:194,-0.15083471,-0.15083471,9.739613"
"36876281658922,19:17:56:203,-0.23463176,-0.1412579,9.782708"
"36876792706285,19:17:58:392,-0.15083471,-0.16519992,9.725247"
"36876802746569,19:17:58:473,-0.22744916,-0.20590134,9.7803135"
"36876812756334,19:17:58:480,-0.16759412,-0.088585466,9.782708"
"36876822796617,19:17:58:486,-0.22744916,-0.14844051,9.782708"
"36876832806383,19:17:58:492,-0.1340753,-0.21787235,9.7563715"
"36876842816149,19:17:58:498,-0.12449849,-0.18195933,9.76116"
"36876852825914,19:17:58:504,-0.19632454,-0.079008654,9.722853"
"36876862835680,19:17:58:510,-0.19393034,-0.1412579,9.739613"
"36876872845446,19:17:58:518,-0.21787235,-0.1388637,9.773131"
"36876882885729,19:17:58:525,-0.09816227,-0.10295067,9.7803135"
"36878487307067,19:17:58:558,-0.1436521,-0.17477672,9.710882"
"36878701896569,19:17:58:656,-0.15322891,-0.19153613,9.703699"
"36878711836852,19:17:58:669,-0.18195933,-0.17717093,9.720459"
"36878721746617,19:17:58:677,-0.16998832,-0.19871874,9.682152"
"36878731756383,19:17:58:686,-0.19153613,-0.19393034,9.710882"
"36878741796666,19:17:58:692,-0.19632454,-0.14604631,9.76116"
"36878751706432,19:17:58:699,-0.20829555,-0.079008654,9.722853"
"36878761746715,19:17:58:705,-0.22744916,-0.10055647,9.691729"
"36878771756481,19:17:58:711,-0.15562311,-0.16280572,9.643845"
"36878781827281,19:17:58:717,-0.11971009,-0.12928689,9.68694"
"36878821866344,19:17:58:748,-0.16519992,-0.12210429,9.713276"
"36878922025035,19:17:58:846,-0.17956513,-0.21068975,9.730036"
"36878932004283,19:17:58:854,-0.20111294,-0.16759412,9.753978"
"36878942014049,19:17:58:864,-0.17717093,-0.1388637,9.701305"
"36878952023815,19:17:58:874,-0.12210429,-0.093373865,9.725247"
"36878962033580,19:17:58:884,-0.1364695,-0.15083471,9.715671"
"36878972043346,19:17:58:894,-0.25139117,-0.12689269,9.775525"
"36878982083629,19:17:58:904,-0.15083471,-0.17238252,9.715671"
"36878992093395,19:17:58:914,-0.1388637,-0.17956513,9.734824"
"36879002103160,19:17:58:925,-0.16280572,-0.16519992,9.715671"
"36879012173961,19:17:58:934,-0.19632454,-0.18195933,9.691729"
"36879102353405,19:17:59:026,-0.18674773,-0.18435353,9.722853"
"36879112393688,19:17:59:035,-0.19632454,-0.17717093,9.739613"
